"","subID","critRT","block","Trial","Resp","RT","ACC","rewType","congruent","taskSwitch","group","condition"
"1",1,712,6,1,4,649,1,"Reward4","congruent",0,"YA","baseline"
"2",1,712,6,2,4,752,1,"Reward2","incongruent",1,"YA","baseline"
"3",1,712,6,3,4,790,1,"Reward1","congruent",1,"YA","baseline"
"4",1,712,6,4,3,624,1,"Reward1","incongruent",1,"YA","baseline"
"5",1,712,6,5,3,1439,1,"Reward4","congruent",1,"YA","baseline"
"6",1,712,6,6,3,1084,1,"Reward2","congruent",0,"YA","baseline"
"7",1,712,6,7,4,591,1,"Reward1","congruent",1,"YA","baseline"
"8",1,712,6,8,4,901,1,"Reward4","incongruent",1,"YA","baseline"
"9",1,712,6,9,4,662,1,"Reward1","incongruent",0,"YA","baseline"
"10",1,712,6,10,3,857,0,"Reward4","incongruent",1,"YA","baseline"
"11",1,712,6,11,4,1539,1,"Reward1","congruent",0,"YA","baseline"
"12",1,712,6,12,3,1542,1,"Reward2","congruent",1,"YA","baseline"
"13",1,712,6,13,4,1404,1,"Reward1","congruent",0,"YA","baseline"
"14",1,712,6,14,3,1361,1,"Reward1","congruent",0,"YA","baseline"
"15",1,712,6,15,4,1443,1,"Reward2","congruent",0,"YA","baseline"
"16",1,712,6,16,4,1161,1,"Reward2","incongruent",0,"YA","baseline"
"17",1,712,6,17,3,1019,1,"Reward4","incongruent",0,"YA","baseline"
"18",1,712,6,18,3,755,1,"Reward4","incongruent",1,"YA","baseline"
"19",1,712,6,19,3,1108,1,"Reward1","congruent",1,"YA","baseline"
"20",1,712,6,20,3,823,1,"Reward4","congruent",0,"YA","baseline"
"21",1,712,6,21,3,1346,1,"Reward1","congruent",0,"YA","baseline"
"22",1,712,6,22,4,1846,1,"Reward4","incongruent",0,"YA","baseline"
"23",1,712,6,23,4,767,1,"Reward2","congruent",1,"YA","baseline"
"24",1,712,6,24,3,600,1,"Reward4","incongruent",0,"YA","baseline"
"25",1,712,6,25,3,1012,1,"Reward1","congruent",0,"YA","baseline"
"26",1,712,6,26,4,692,1,"Reward4","incongruent",0,"YA","baseline"
"27",1,712,6,27,3,801,1,"Reward1","incongruent",1,"YA","baseline"
"28",1,712,6,28,4,712,1,"Reward4","congruent",0,"YA","baseline"
"29",1,712,6,29,3,801,1,"Reward2","incongruent",0,"YA","baseline"
"30",1,712,6,30,4,592,1,"Reward4","congruent",1,"YA","baseline"
"31",1,712,6,31,4,805,1,"Reward2","incongruent",0,"YA","baseline"
"32",1,712,6,32,3,719,1,"Reward2","incongruent",1,"YA","baseline"
"33",1,712,6,33,4,737,1,"Reward1","incongruent",1,"YA","baseline"
"34",1,712,6,34,4,802,1,"Reward4","incongruent",1,"YA","baseline"
"35",1,712,6,35,NA,0,0,"Reward4","congruent",1,"YA","baseline"
"36",1,712,6,36,3,1032,1,"Reward4","congruent",0,"YA","baseline"
"37",1,712,6,37,4,905,1,"Reward4","congruent",1,"YA","baseline"
"38",1,712,6,38,4,629,1,"Reward1","incongruent",1,"YA","baseline"
"39",1,712,6,39,3,1212,1,"Reward1","congruent",1,"YA","baseline"
"40",1,712,6,40,3,1293,1,"Reward2","congruent",0,"YA","baseline"
"41",1,712,6,41,4,1245,1,"Reward2","incongruent",1,"YA","baseline"
"42",1,712,6,42,3,808,1,"Reward2","incongruent",0,"YA","baseline"
"43",1,712,6,43,4,1320,1,"Reward1","congruent",1,"YA","baseline"
"44",1,712,6,44,4,1651,1,"Reward4","congruent",1,"YA","baseline"
"45",1,712,6,45,3,671,1,"Reward4","incongruent",1,"YA","baseline"
"46",1,712,6,46,4,1736,1,"Reward2","congruent",0,"YA","baseline"
"47",1,712,6,47,3,1315,1,"Reward1","incongruent",0,"YA","baseline"
"48",1,712,6,48,3,953,1,"Reward1","incongruent",1,"YA","baseline"
"49",1,712,6,49,4,659,1,"Reward4","congruent",0,"YA","baseline"
"50",1,712,6,50,4,954,1,"Reward2","incongruent",1,"YA","baseline"
"51",1,712,6,51,4,979,1,"Reward2","incongruent",0,"YA","baseline"
"52",1,712,6,52,3,902,1,"Reward4","congruent",1,"YA","baseline"
"53",1,712,6,53,4,1417,1,"Reward2","congruent",1,"YA","baseline"
"54",1,712,6,54,3,1021,1,"Reward4","incongruent",0,"YA","baseline"
"55",1,712,6,55,4,654,1,"Reward4","incongruent",1,"YA","baseline"
"56",1,712,6,56,3,577,1,"Reward1","incongruent",0,"YA","baseline"
"57",1,712,6,57,NA,0,0,"Reward2","incongruent",0,"YA","baseline"
"58",1,712,6,58,4,644,1,"Reward2","congruent",0,"YA","baseline"
"59",1,712,6,59,3,936,1,"Reward2","congruent",1,"YA","baseline"
"60",1,712,6,60,4,1128,1,"Reward1","incongruent",0,"YA","baseline"
"61",1,712,6,61,3,1754,1,"Reward2","incongruent",1,"YA","baseline"
"62",1,712,6,62,4,728,1,"Reward4","incongruent",0,"YA","baseline"
"63",1,712,6,63,3,756,1,"Reward4","incongruent",0,"YA","baseline"
"64",1,712,6,64,4,469,1,"Reward2","incongruent",0,"YA","baseline"
"65",1,712,6,65,3,1136,0,"Reward1","incongruent",1,"YA","baseline"
"66",1,712,6,66,3,1374,1,"Reward1","incongruent",0,"YA","baseline"
"67",1,712,6,67,NA,0,0,"Reward4","incongruent",0,"YA","baseline"
"68",1,712,6,68,3,804,1,"Reward2","congruent",1,"YA","baseline"
"69",1,712,6,69,3,574,1,"Reward4","congruent",0,"YA","baseline"
"70",1,712,6,70,4,710,1,"Reward1","incongruent",1,"YA","baseline"
"71",1,712,6,71,4,1171,0,"Reward1","congruent",1,"YA","baseline"
"72",1,712,6,72,4,984,1,"Reward2","congruent",0,"YA","baseline"
"73",1,712,6,73,3,1125,1,"Reward1","incongruent",0,"YA","baseline"
"74",1,712,6,74,3,640,1,"Reward2","congruent",0,"YA","baseline"
"75",1,712,6,75,3,574,1,"Reward2","incongruent",1,"YA","baseline"
"76",1,712,6,76,3,1581,1,"Reward2","congruent",1,"YA","baseline"
"77",1,712,6,77,4,782,1,"Reward1","incongruent",0,"YA","baseline"
"78",1,712,6,78,4,549,1,"Reward1","incongruent",0,"YA","baseline"
"79",1,712,6,79,3,1076,1,"Reward4","incongruent",1,"YA","baseline"
"80",1,712,6,80,4,553,1,"Reward2","congruent",1,"YA","baseline"
"81",1,712,6,81,3,604,1,"Reward2","congruent",0,"YA","baseline"
"82",1,712,6,82,4,667,1,"Reward2","incongruent",1,"YA","baseline"
"83",1,712,6,83,NA,0,0,"Reward1","congruent",0,"YA","baseline"
"84",1,712,6,84,3,921,1,"Reward1","congruent",1,"YA","baseline"
"85",1,712,6,85,4,694,1,"Reward2","congruent",1,"YA","baseline"
"86",1,712,6,86,3,1136,1,"Reward4","congruent",0,"YA","baseline"
"87",1,712,6,87,3,709,1,"Reward2","incongruent",0,"YA","baseline"
"88",1,712,6,88,4,563,1,"Reward1","congruent",1,"YA","baseline"
"89",1,712,6,89,3,696,1,"Reward1","incongruent",1,"YA","baseline"
"90",1,712,6,90,3,1654,1,"Reward4","incongruent",1,"YA","baseline"
"91",1,712,6,91,4,581,1,"Reward4","congruent",1,"YA","baseline"
"92",1,712,6,92,3,1072,1,"Reward2","incongruent",1,"YA","baseline"
"93",1,712,6,93,3,822,1,"Reward1","congruent",0,"YA","baseline"
"94",1,712,6,94,4,847,1,"Reward4","congruent",0,"YA","baseline"
"95",1,712,6,95,4,564,1,"Reward1","congruent",0,"YA","baseline"
"96",1,712,6,96,3,848,1,"Reward4","congruent",1,"YA","baseline"
"97",2,617,6,1,4,691,0,"Reward4","congruent",0,"YA","baseline"
"98",2,617,6,2,3,463,1,"Reward2","incongruent",1,"YA","baseline"
"99",2,617,6,3,4,837,0,"Reward1","congruent",1,"YA","baseline"
"100",2,617,6,4,NA,0,0,"Reward1","incongruent",1,"YA","baseline"
"101",2,617,6,5,3,453,0,"Reward4","congruent",1,"YA","baseline"
"102",2,617,6,6,3,422,0,"Reward2","congruent",0,"YA","baseline"
"103",2,617,6,7,3,546,1,"Reward1","congruent",1,"YA","baseline"
"104",2,617,6,8,4,1016,0,"Reward4","incongruent",1,"YA","baseline"
"105",2,617,6,9,4,612,0,"Reward1","incongruent",0,"YA","baseline"
"106",2,617,6,10,3,422,1,"Reward4","incongruent",1,"YA","baseline"
"107",2,617,6,11,3,556,1,"Reward1","congruent",0,"YA","baseline"
"108",2,617,6,12,3,457,0,"Reward2","congruent",1,"YA","baseline"
"109",2,617,6,13,4,510,0,"Reward1","congruent",0,"YA","baseline"
"110",2,617,6,14,3,425,0,"Reward1","congruent",0,"YA","baseline"
"111",2,617,6,15,4,394,0,"Reward2","congruent",0,"YA","baseline"
"112",2,617,6,16,4,551,0,"Reward2","incongruent",0,"YA","baseline"
"113",2,617,6,17,3,419,0,"Reward4","incongruent",0,"YA","baseline"
"114",2,617,6,18,4,441,1,"Reward4","incongruent",1,"YA","baseline"
"115",2,617,6,19,3,931,0,"Reward1","congruent",1,"YA","baseline"
"116",2,617,6,20,3,918,0,"Reward4","congruent",0,"YA","baseline"
"117",2,617,6,21,3,528,0,"Reward1","congruent",0,"YA","baseline"
"118",2,617,6,22,4,392,0,"Reward4","incongruent",0,"YA","baseline"
"119",2,617,6,23,4,587,0,"Reward2","congruent",1,"YA","baseline"
"120",2,617,6,24,4,539,1,"Reward4","incongruent",0,"YA","baseline"
"121",2,617,6,25,4,1080,1,"Reward1","congruent",0,"YA","baseline"
"122",2,617,6,26,3,424,1,"Reward4","incongruent",0,"YA","baseline"
"123",2,617,6,27,3,1102,0,"Reward1","incongruent",1,"YA","baseline"
"124",2,617,6,28,4,568,0,"Reward4","congruent",0,"YA","baseline"
"125",2,617,6,29,3,437,0,"Reward2","incongruent",0,"YA","baseline"
"126",2,617,6,30,3,720,1,"Reward4","congruent",1,"YA","baseline"
"127",2,617,6,31,3,596,1,"Reward2","incongruent",0,"YA","baseline"
"128",2,617,6,32,3,397,0,"Reward2","incongruent",1,"YA","baseline"
"129",2,617,6,33,3,558,1,"Reward1","incongruent",1,"YA","baseline"
"130",2,617,6,34,4,878,0,"Reward4","incongruent",1,"YA","baseline"
"131",2,617,6,35,4,435,1,"Reward4","congruent",1,"YA","baseline"
"132",2,617,6,36,4,737,1,"Reward4","congruent",0,"YA","baseline"
"133",2,617,6,37,4,1125,0,"Reward4","congruent",1,"YA","baseline"
"134",2,617,6,38,3,1129,1,"Reward1","incongruent",1,"YA","baseline"
"135",2,617,6,39,3,1092,0,"Reward1","congruent",1,"YA","baseline"
"136",2,617,6,40,3,1009,0,"Reward2","congruent",0,"YA","baseline"
"137",2,617,6,41,3,695,1,"Reward2","incongruent",1,"YA","baseline"
"138",2,617,6,42,4,1138,1,"Reward2","incongruent",0,"YA","baseline"
"139",2,617,6,43,4,1535,0,"Reward1","congruent",1,"YA","baseline"
"140",2,617,6,44,3,708,1,"Reward4","congruent",1,"YA","baseline"
"141",2,617,6,45,3,377,0,"Reward4","incongruent",1,"YA","baseline"
"142",2,617,6,46,4,640,0,"Reward2","congruent",0,"YA","baseline"
"143",2,617,6,47,3,494,0,"Reward1","incongruent",0,"YA","baseline"
"144",2,617,6,48,4,493,1,"Reward1","incongruent",1,"YA","baseline"
"145",2,617,6,49,3,737,1,"Reward4","congruent",0,"YA","baseline"
"146",2,617,6,50,3,1234,1,"Reward2","incongruent",1,"YA","baseline"
"147",2,617,6,51,4,473,0,"Reward2","incongruent",0,"YA","baseline"
"148",2,617,6,52,4,493,1,"Reward4","congruent",1,"YA","baseline"
"149",2,617,6,53,3,1645,1,"Reward2","congruent",1,"YA","baseline"
"150",2,617,6,54,3,757,0,"Reward4","incongruent",0,"YA","baseline"
"151",2,617,6,55,3,514,1,"Reward4","incongruent",1,"YA","baseline"
"152",2,617,6,56,4,436,1,"Reward1","incongruent",0,"YA","baseline"
"153",2,617,6,57,4,694,1,"Reward2","incongruent",0,"YA","baseline"
"154",2,617,6,58,3,500,1,"Reward2","congruent",0,"YA","baseline"
"155",2,617,6,59,3,1208,0,"Reward2","congruent",1,"YA","baseline"
"156",2,617,6,60,4,469,0,"Reward1","incongruent",0,"YA","baseline"
"157",2,617,6,61,4,552,1,"Reward2","incongruent",1,"YA","baseline"
"158",2,617,6,62,3,1362,1,"Reward4","incongruent",0,"YA","baseline"
"159",2,617,6,63,4,906,1,"Reward4","incongruent",0,"YA","baseline"
"160",2,617,6,64,3,456,1,"Reward2","incongruent",0,"YA","baseline"
"161",2,617,6,65,4,1341,0,"Reward1","incongruent",1,"YA","baseline"
"162",2,617,6,66,3,964,0,"Reward1","incongruent",0,"YA","baseline"
"163",2,617,6,67,4,653,0,"Reward4","incongruent",0,"YA","baseline"
"164",2,617,6,68,4,530,1,"Reward2","congruent",1,"YA","baseline"
"165",2,617,6,69,3,486,0,"Reward4","congruent",0,"YA","baseline"
"166",2,617,6,70,4,433,0,"Reward1","incongruent",1,"YA","baseline"
"167",2,617,6,71,3,1046,0,"Reward1","congruent",1,"YA","baseline"
"168",2,617,6,72,3,830,1,"Reward2","congruent",0,"YA","baseline"
"169",2,617,6,73,4,617,1,"Reward1","incongruent",0,"YA","baseline"
"170",2,617,6,74,4,462,1,"Reward2","congruent",0,"YA","baseline"
"171",2,617,6,75,3,720,0,"Reward2","incongruent",1,"YA","baseline"
"172",2,617,6,76,4,1364,1,"Reward2","congruent",1,"YA","baseline"
"173",2,617,6,77,3,613,1,"Reward1","incongruent",0,"YA","baseline"
"174",2,617,6,78,3,565,1,"Reward1","incongruent",0,"YA","baseline"
"175",2,617,6,79,3,497,0,"Reward4","incongruent",1,"YA","baseline"
"176",2,617,6,80,3,582,1,"Reward2","congruent",1,"YA","baseline"
"177",2,617,6,81,4,498,1,"Reward2","congruent",0,"YA","baseline"
"178",2,617,6,82,4,551,0,"Reward2","incongruent",1,"YA","baseline"
"179",2,617,6,83,3,1942,1,"Reward1","congruent",0,"YA","baseline"
"180",2,617,6,84,4,437,1,"Reward1","congruent",1,"YA","baseline"
"181",2,617,6,85,4,405,0,"Reward2","congruent",1,"YA","baseline"
"182",2,617,6,86,3,1160,0,"Reward4","congruent",0,"YA","baseline"
"183",2,617,6,87,3,589,0,"Reward2","incongruent",0,"YA","baseline"
"184",2,617,6,88,3,585,1,"Reward1","congruent",1,"YA","baseline"
"185",2,617,6,89,3,498,0,"Reward1","incongruent",1,"YA","baseline"
"186",2,617,6,90,4,1309,1,"Reward4","incongruent",1,"YA","baseline"
"187",2,617,6,91,3,769,1,"Reward4","congruent",1,"YA","baseline"
"188",2,617,6,92,4,506,1,"Reward2","incongruent",1,"YA","baseline"
"189",2,617,6,93,4,610,1,"Reward1","congruent",0,"YA","baseline"
"190",2,617,6,94,3,452,1,"Reward4","congruent",0,"YA","baseline"
"191",2,617,6,95,3,790,1,"Reward1","congruent",0,"YA","baseline"
"192",2,617,6,96,3,648,0,"Reward4","congruent",1,"YA","baseline"
"193",3,1046,6,1,3,1790,1,"Reward4","incongruent",0,"YA","baseline"
"194",3,1046,6,2,4,821,1,"Reward2","congruent",1,"YA","baseline"
"195",3,1046,6,3,3,587,1,"Reward1","incongruent",1,"YA","baseline"
"196",3,1046,6,4,3,544,1,"Reward1","congruent",1,"YA","baseline"
"197",3,1046,6,5,4,787,1,"Reward4","incongruent",1,"YA","baseline"
"198",3,1046,6,6,NA,0,0,"Reward2","incongruent",0,"YA","baseline"
"199",3,1046,6,7,4,851,1,"Reward1","incongruent",1,"YA","baseline"
"200",3,1046,6,8,3,814,1,"Reward4","congruent",1,"YA","baseline"
"201",3,1046,6,9,3,719,1,"Reward1","congruent",0,"YA","baseline"
"202",3,1046,6,10,4,1232,1,"Reward4","congruent",1,"YA","baseline"
"203",3,1046,6,11,4,1701,1,"Reward1","incongruent",0,"YA","baseline"
"204",3,1046,6,12,4,1601,1,"Reward2","incongruent",1,"YA","baseline"
"205",3,1046,6,13,3,846,1,"Reward1","incongruent",0,"YA","baseline"
"206",3,1046,6,14,4,1188,1,"Reward1","incongruent",0,"YA","baseline"
"207",3,1046,6,15,3,1266,1,"Reward2","incongruent",0,"YA","baseline"
"208",3,1046,6,16,3,1595,1,"Reward2","congruent",0,"YA","baseline"
"209",3,1046,6,17,4,1962,1,"Reward4","congruent",0,"YA","baseline"
"210",3,1046,6,18,3,1592,1,"Reward4","congruent",1,"YA","baseline"
"211",3,1046,6,19,4,1191,1,"Reward1","incongruent",1,"YA","baseline"
"212",3,1046,6,20,4,1696,1,"Reward4","incongruent",0,"YA","baseline"
"213",3,1046,6,21,NA,0,0,"Reward1","incongruent",0,"YA","baseline"
"214",3,1046,6,22,3,1946,1,"Reward4","congruent",0,"YA","baseline"
"215",3,1046,6,23,4,1028,1,"Reward2","incongruent",1,"YA","baseline"
"216",3,1046,6,24,3,626,1,"Reward4","congruent",0,"YA","baseline"
"217",3,1046,6,25,3,905,1,"Reward1","incongruent",0,"YA","baseline"
"218",3,1046,6,26,3,842,0,"Reward4","congruent",0,"YA","baseline"
"219",3,1046,6,27,4,1783,1,"Reward1","congruent",1,"YA","baseline"
"220",3,1046,6,28,NA,0,0,"Reward4","incongruent",0,"YA","baseline"
"221",3,1046,6,29,4,1004,1,"Reward2","congruent",0,"YA","baseline"
"222",3,1046,6,30,4,1799,1,"Reward4","incongruent",1,"YA","baseline"
"223",3,1046,6,31,4,1389,1,"Reward2","congruent",0,"YA","baseline"
"224",3,1046,6,32,4,1389,1,"Reward2","congruent",1,"YA","baseline"
"225",3,1046,6,33,4,1461,1,"Reward1","congruent",1,"YA","baseline"
"226",3,1046,6,34,4,1390,0,"Reward4","congruent",1,"YA","baseline"
"227",3,1046,6,35,3,1626,1,"Reward4","incongruent",1,"YA","baseline"
"228",3,1046,6,36,3,1617,1,"Reward4","incongruent",0,"YA","baseline"
"229",3,1046,6,37,3,1162,1,"Reward4","incongruent",1,"YA","baseline"
"230",3,1046,6,38,4,1236,1,"Reward1","congruent",1,"YA","baseline"
"231",3,1046,6,39,4,1323,1,"Reward1","incongruent",1,"YA","baseline"
"232",3,1046,6,40,4,1693,1,"Reward2","incongruent",0,"YA","baseline"
"233",3,1046,6,41,4,1398,1,"Reward2","congruent",1,"YA","baseline"
"234",3,1046,6,42,3,1815,1,"Reward2","congruent",0,"YA","baseline"
"235",3,1046,6,43,3,976,1,"Reward1","incongruent",1,"YA","baseline"
"236",3,1046,6,44,3,1390,0,"Reward4","incongruent",1,"YA","baseline"
"237",3,1046,6,45,4,1320,1,"Reward4","congruent",1,"YA","baseline"
"238",3,1046,6,46,3,922,1,"Reward2","incongruent",0,"YA","baseline"
"239",3,1046,6,47,4,785,1,"Reward1","congruent",0,"YA","baseline"
"240",3,1046,6,48,3,1010,1,"Reward1","congruent",1,"YA","baseline"
"241",3,1046,6,49,4,892,1,"Reward4","incongruent",0,"YA","baseline"
"242",3,1046,6,50,NA,0,0,"Reward2","congruent",1,"YA","baseline"
"243",3,1046,6,51,3,1462,1,"Reward2","congruent",0,"YA","baseline"
"244",3,1046,6,52,4,1802,0,"Reward4","incongruent",1,"YA","baseline"
"245",3,1046,6,53,3,1561,1,"Reward2","incongruent",1,"YA","baseline"
"246",3,1046,6,54,4,592,1,"Reward4","congruent",0,"YA","baseline"
"247",3,1046,6,55,4,1046,1,"Reward4","congruent",1,"YA","baseline"
"248",3,1046,6,56,3,873,1,"Reward1","congruent",0,"YA","baseline"
"249",3,1046,6,57,3,1665,1,"Reward2","congruent",0,"YA","baseline"
"250",3,1046,6,58,3,1421,0,"Reward2","incongruent",0,"YA","baseline"
"251",3,1046,6,59,NA,0,0,"Reward2","incongruent",1,"YA","baseline"
"252",3,1046,6,60,3,1083,1,"Reward1","congruent",0,"YA","baseline"
"253",3,1046,6,61,3,1641,1,"Reward2","congruent",1,"YA","baseline"
"254",3,1046,6,62,4,1805,1,"Reward4","congruent",0,"YA","baseline"
"255",3,1046,6,63,3,1122,1,"Reward4","congruent",0,"YA","baseline"
"256",3,1046,6,64,4,1361,1,"Reward2","congruent",0,"YA","baseline"
"257",3,1046,6,65,3,606,1,"Reward1","congruent",1,"YA","baseline"
"258",3,1046,6,66,3,910,0,"Reward1","congruent",0,"YA","baseline"
"259",3,1046,6,67,NA,0,0,"Reward4","congruent",0,"YA","baseline"
"260",3,1046,6,68,3,1914,1,"Reward2","incongruent",1,"YA","baseline"
"261",3,1046,6,69,3,867,1,"Reward4","incongruent",0,"YA","baseline"
"262",3,1046,6,70,3,1789,1,"Reward1","congruent",1,"YA","baseline"
"263",3,1046,6,71,NA,0,0,"Reward1","incongruent",1,"YA","baseline"
"264",3,1046,6,72,4,1107,1,"Reward2","incongruent",0,"YA","baseline"
"265",3,1046,6,73,3,1935,1,"Reward1","congruent",0,"YA","baseline"
"266",3,1046,6,74,3,814,1,"Reward2","incongruent",0,"YA","baseline"
"267",3,1046,6,75,4,942,1,"Reward2","congruent",1,"YA","baseline"
"268",3,1046,6,76,3,951,1,"Reward2","incongruent",1,"YA","baseline"
"269",3,1046,6,77,4,975,1,"Reward1","congruent",0,"YA","baseline"
"270",3,1046,6,78,3,1495,0,"Reward1","congruent",0,"YA","baseline"
"271",3,1046,6,79,NA,0,0,"Reward4","congruent",1,"YA","baseline"
"272",3,1046,6,80,NA,0,0,"Reward2","incongruent",1,"YA","baseline"
"273",3,1046,6,81,3,1196,1,"Reward2","incongruent",0,"YA","baseline"
"274",3,1046,6,82,3,1536,1,"Reward2","congruent",1,"YA","baseline"
"275",3,1046,6,83,3,1145,1,"Reward1","incongruent",0,"YA","baseline"
"276",3,1046,6,84,3,710,1,"Reward1","incongruent",1,"YA","baseline"
"277",3,1046,6,85,4,1305,0,"Reward2","incongruent",1,"YA","baseline"
"278",3,1046,6,86,3,1367,0,"Reward4","incongruent",0,"YA","baseline"
"279",3,1046,6,87,4,790,1,"Reward2","congruent",0,"YA","baseline"
"280",3,1046,6,88,4,1412,1,"Reward1","incongruent",1,"YA","baseline"
"281",3,1046,6,89,4,1352,1,"Reward1","congruent",1,"YA","baseline"
"282",3,1046,6,90,3,1174,1,"Reward4","congruent",1,"YA","baseline"
"283",3,1046,6,91,3,1156,1,"Reward4","incongruent",1,"YA","baseline"
"284",3,1046,6,92,NA,0,0,"Reward2","congruent",1,"YA","baseline"
"285",3,1046,6,93,3,837,1,"Reward1","incongruent",0,"YA","baseline"
"286",3,1046,6,94,4,1205,1,"Reward4","incongruent",0,"YA","baseline"
"287",3,1046,6,95,3,573,0,"Reward1","incongruent",0,"YA","baseline"
"288",3,1046,6,96,4,1164,1,"Reward4","incongruent",1,"YA","baseline"
"289",4,645,6,1,NA,0,0,"Reward4","incongruent",0,"YA","baseline"
"290",4,645,6,2,3,635,1,"Reward2","congruent",1,"YA","baseline"
"291",4,645,6,3,4,572,1,"Reward1","incongruent",1,"YA","baseline"
"292",4,645,6,4,4,815,1,"Reward1","congruent",1,"YA","baseline"
"293",4,645,6,5,3,552,1,"Reward4","incongruent",1,"YA","baseline"
"294",4,645,6,6,3,800,1,"Reward2","incongruent",0,"YA","baseline"
"295",4,645,6,7,3,598,1,"Reward1","incongruent",1,"YA","baseline"
"296",4,645,6,8,4,766,1,"Reward4","congruent",1,"YA","baseline"
"297",4,645,6,9,4,738,1,"Reward1","congruent",0,"YA","baseline"
"298",4,645,6,10,4,1031,0,"Reward4","congruent",1,"YA","baseline"
"299",4,645,6,11,3,744,1,"Reward1","incongruent",0,"YA","baseline"
"300",4,645,6,12,3,839,1,"Reward2","incongruent",1,"YA","baseline"
"301",4,645,6,13,4,645,1,"Reward1","incongruent",0,"YA","baseline"
"302",4,645,6,14,3,543,1,"Reward1","incongruent",0,"YA","baseline"
"303",4,645,6,15,4,555,1,"Reward2","incongruent",0,"YA","baseline"
"304",4,645,6,16,4,592,1,"Reward2","congruent",0,"YA","baseline"
"305",4,645,6,17,3,1279,1,"Reward4","congruent",0,"YA","baseline"
"306",4,645,6,18,4,727,1,"Reward4","congruent",1,"YA","baseline"
"307",4,645,6,19,3,777,1,"Reward1","incongruent",1,"YA","baseline"
"308",4,645,6,20,3,665,1,"Reward4","incongruent",0,"YA","baseline"
"309",4,645,6,21,3,613,1,"Reward1","incongruent",0,"YA","baseline"
"310",4,645,6,22,4,1057,1,"Reward4","congruent",0,"YA","baseline"
"311",4,645,6,23,3,645,1,"Reward2","incongruent",1,"YA","baseline"
"312",4,645,6,24,3,1993,0,"Reward4","congruent",0,"YA","baseline"
"313",4,645,6,25,NA,0,0,"Reward1","incongruent",0,"YA","baseline"
"314",4,645,6,26,3,845,1,"Reward4","congruent",0,"YA","baseline"
"315",4,645,6,27,3,1078,1,"Reward1","congruent",1,"YA","baseline"
"316",4,645,6,28,4,1447,1,"Reward4","incongruent",0,"YA","baseline"
"317",4,645,6,29,3,1267,1,"Reward2","congruent",0,"YA","baseline"
"318",4,645,6,30,3,966,1,"Reward4","incongruent",1,"YA","baseline"
"319",4,645,6,31,3,638,1,"Reward2","congruent",0,"YA","baseline"
"320",4,645,6,32,3,809,1,"Reward2","congruent",1,"YA","baseline"
"321",4,645,6,33,3,895,1,"Reward1","congruent",1,"YA","baseline"
"322",4,645,6,34,4,686,1,"Reward4","congruent",1,"YA","baseline"
"323",4,645,6,35,4,1688,1,"Reward4","incongruent",1,"YA","baseline"
"324",4,645,6,36,4,633,1,"Reward4","incongruent",0,"YA","baseline"
"325",4,645,6,37,4,1429,1,"Reward4","incongruent",1,"YA","baseline"
"326",4,645,6,38,3,671,1,"Reward1","congruent",1,"YA","baseline"
"327",4,645,6,39,3,1453,1,"Reward1","incongruent",1,"YA","baseline"
"328",4,645,6,40,3,580,1,"Reward2","incongruent",0,"YA","baseline"
"329",4,645,6,41,3,527,1,"Reward2","congruent",1,"YA","baseline"
"330",4,645,6,42,4,1473,1,"Reward2","congruent",0,"YA","baseline"
"331",4,645,6,43,4,1169,1,"Reward1","incongruent",1,"YA","baseline"
"332",4,645,6,44,3,917,1,"Reward4","incongruent",1,"YA","baseline"
"333",4,645,6,45,3,540,1,"Reward4","congruent",1,"YA","baseline"
"334",4,645,6,46,4,682,1,"Reward2","incongruent",0,"YA","baseline"
"335",4,645,6,47,3,544,1,"Reward1","congruent",0,"YA","baseline"
"336",4,645,6,48,4,730,1,"Reward1","congruent",1,"YA","baseline"
"337",4,645,6,49,3,1385,1,"Reward4","incongruent",0,"YA","baseline"
"338",4,645,6,50,3,995,0,"Reward2","congruent",1,"YA","baseline"
"339",4,645,6,51,4,817,1,"Reward2","congruent",0,"YA","baseline"
"340",4,645,6,52,4,988,1,"Reward4","incongruent",1,"YA","baseline"
"341",4,645,6,53,4,697,1,"Reward2","incongruent",1,"YA","baseline"
"342",4,645,6,54,3,669,1,"Reward4","congruent",0,"YA","baseline"
"343",4,645,6,55,3,852,1,"Reward4","congruent",1,"YA","baseline"
"344",4,645,6,56,4,760,1,"Reward1","congruent",0,"YA","baseline"
"345",4,645,6,57,4,896,1,"Reward2","congruent",0,"YA","baseline"
"346",4,645,6,58,3,1000,1,"Reward2","incongruent",0,"YA","baseline"
"347",4,645,6,59,3,1053,1,"Reward2","incongruent",1,"YA","baseline"
"348",4,645,6,60,4,718,1,"Reward1","congruent",0,"YA","baseline"
"349",4,645,6,61,4,733,1,"Reward2","congruent",1,"YA","baseline"
"350",4,645,6,62,3,611,1,"Reward4","congruent",0,"YA","baseline"
"351",4,645,6,63,4,445,1,"Reward4","congruent",0,"YA","baseline"
"352",4,645,6,64,3,635,1,"Reward2","congruent",0,"YA","baseline"
"353",4,645,6,65,4,1121,1,"Reward1","congruent",1,"YA","baseline"
"354",4,645,6,66,3,659,1,"Reward1","congruent",0,"YA","baseline"
"355",4,645,6,67,4,1227,1,"Reward4","congruent",0,"YA","baseline"
"356",4,645,6,68,4,617,1,"Reward2","incongruent",1,"YA","baseline"
