,subID,group,block,critRT,Trial,Resp,RT,ACC,rewType,moneyearned,congruent,taskswitch
7070,34,YA,8,551,62,3,551,1,Reward2,0,incongruent,1
7071,34,YA,8,551,63,3,659,1,Reward2,0,incongruent,0
7072,34,YA,8,551,64,3,508,1,Reward4,0.04,incongruent,0
7073,34,YA,8,551,65,4,1014,1,Reward4,0,incongruent,1
7074,34,YA,8,551,66,3,772,1,Reward4,0,incongruent,0
7075,34,YA,8,551,67,3,766,1,Reward1,0,incongruent,1
7076,34,YA,8,551,68,3,934,1,Reward2,0,incongruent,0
7077,34,YA,8,551,69,3,561,1,Reward1,0,congruent,1
7078,34,YA,8,551,70,3,527,1,Reward2,0.02,congruent,1
7079,34,YA,8,551,71,4,566,0,Reward4,0,congruent,1
7080,34,YA,8,551,72,3,871,1,Reward4,0,incongruent,1
7081,34,YA,8,551,73,4,481,1,Reward4,0.04,incongruent,0
7082,34,YA,8,551,74,4,397,1,Reward2,0.02,congruent,1
7083,34,YA,8,551,75,3,461,1,Reward4,0.04,congruent,1
7084,34,YA,8,551,76,3,527,1,Reward2,0.02,incongruent,1
7085,34,YA,8,551,77,3,867,1,Reward4,0,congruent,0
7086,34,YA,8,551,78,3,364,1,Reward4,0.04,congruent,1
7087,34,YA,8,551,79,3,663,1,Reward4,0,incongruent,1
7088,34,YA,8,551,80,4,595,1,Reward1,0,congruent,1
7089,34,YA,8,551,81,4,364,1,Reward4,0.04,congruent,1
7090,34,YA,8,551,82,3,637,1,Reward1,0,congruent,0
7091,34,YA,8,551,83,3,1355,1,Reward1,0,congruent,0
7092,34,YA,8,551,84,3,872,0,Reward2,0,congruent,0
7093,34,YA,8,551,85,4,643,1,Reward1,0,incongruent,0
7094,34,YA,8,551,86,3,421,1,Reward1,0.01,incongruent,1
7095,34,YA,8,551,87,3,691,0,Reward1,0,incongruent,1
7096,34,YA,8,551,88,4,568,1,Reward2,0,congruent,1
7097,34,YA,8,551,89,4,1812,0,Reward1,0,congruent,0
7098,34,YA,8,551,90,4,621,1,Reward1,0,incongruent,0
7099,34,YA,8,551,91,3,704,1,Reward2,0,congruent,0
7100,34,YA,8,551,92,4,564,1,Reward1,0,congruent,0
7101,34,YA,8,551,93,4,726,1,Reward1,0,incongruent,0
7102,34,YA,8,551,94,3,648,1,Reward4,0,congruent,0
7103,34,YA,8,551,95,4,542,1,Reward2,0.02,congruent,0
7104,34,YA,8,551,96,NA,0,0,Reward1,0,incongruent,1
7105,34,YA,9,551,1,3,465,1,Reward1,0.01,incongruent,0
7106,34,YA,9,551,2,3,445,1,Reward1,0.01,incongruent,1
7107,34,YA,9,551,3,3,592,1,Reward1,0,congruent,1
7108,34,YA,9,551,4,3,636,1,Reward1,0,congruent,1
7109,34,YA,9,551,5,3,488,1,Reward2,0.02,incongruent,0
7110,34,YA,9,551,6,4,667,0,Reward1,0,congruent,0
7111,34,YA,9,551,7,3,500,0,Reward2,0,incongruent,0
7112,34,YA,9,551,8,3,722,1,Reward4,0,congruent,1
7113,34,YA,9,551,9,4,586,1,Reward2,0,incongruent,1
7114,34,YA,9,551,10,4,1450,1,Reward2,0,incongruent,0
7115,34,YA,9,551,11,4,856,0,Reward1,0,congruent,0
7116,34,YA,9,551,12,NA,0,0,Reward2,0,incongruent,1
7117,34,YA,9,551,13,3,646,1,Reward4,0,congruent,0
7118,34,YA,9,551,14,3,464,1,Reward2,0.02,congruent,1
7119,34,YA,9,551,15,3,492,1,Reward1,0.01,incongruent,1
7120,34,YA,9,551,16,4,502,1,Reward1,0.01,incongruent,0
7121,34,YA,9,551,17,4,470,1,Reward4,0.04,congruent,0
7122,34,YA,9,551,18,4,680,1,Reward2,0,incongruent,1
7123,34,YA,9,551,19,4,528,1,Reward4,0.04,congruent,1
7124,34,YA,9,551,20,4,610,0,Reward1,0,congruent,1
7125,34,YA,9,551,21,3,506,1,Reward2,0.02,congruent,1
7126,34,YA,9,551,22,4,351,1,Reward4,0.04,incongruent,0
7127,34,YA,9,551,23,4,609,1,Reward2,0,congruent,1
7128,34,YA,9,551,24,3,433,1,Reward2,0.02,incongruent,0
7129,34,YA,9,551,25,4,1240,1,Reward1,0,incongruent,0
7130,34,YA,9,551,26,4,468,1,Reward1,0.01,incongruent,1
7131,34,YA,9,551,27,4,477,1,Reward4,0.04,incongruent,1
7132,34,YA,9,551,28,4,657,1,Reward4,0,congruent,1
7133,34,YA,9,551,29,3,674,1,Reward2,0,congruent,1
7134,34,YA,9,551,30,3,646,1,Reward4,0,incongruent,0
7135,34,YA,9,551,31,3,479,1,Reward2,0.02,incongruent,1
7136,34,YA,9,551,32,4,515,1,Reward2,0.02,incongruent,0
7137,34,YA,9,551,33,4,905,0,Reward4,0,congruent,1
7138,34,YA,9,551,34,4,598,1,Reward4,0,incongruent,1
7139,34,YA,9,551,35,4,570,1,Reward4,0,congruent,1
7140,34,YA,9,551,36,4,476,1,Reward2,0.02,congruent,1
7141,34,YA,9,551,37,4,576,0,Reward4,0,incongruent,1
7142,34,YA,9,551,38,4,652,1,Reward4,0,incongruent,0
7143,34,YA,9,551,39,4,667,1,Reward4,0,incongruent,1
7144,34,YA,9,551,40,3,524,1,Reward4,0.04,incongruent,0
7145,34,YA,9,551,41,4,575,1,Reward2,0,congruent,0
7146,34,YA,9,551,42,4,486,1,Reward1,0.01,congruent,1
7147,34,YA,9,551,43,4,372,1,Reward4,0.04,congruent,0
7148,34,YA,9,551,44,4,689,1,Reward2,0,congruent,0
7149,34,YA,9,551,45,4,530,1,Reward1,0.01,incongruent,1
7150,34,YA,9,551,46,3,514,1,Reward1,0.01,incongruent,0
7151,34,YA,9,551,47,3,533,0,Reward2,0,congruent,1
7152,34,YA,9,551,48,3,455,1,Reward1,0.01,incongruent,0
7153,34,YA,9,551,49,4,532,1,Reward2,0.02,incongruent,1
7154,34,YA,9,551,50,4,403,1,Reward1,0.01,congruent,0
7155,34,YA,9,551,51,4,601,1,Reward4,0,congruent,1
7156,34,YA,9,551,52,4,591,1,Reward4,0,incongruent,0
7157,34,YA,9,551,53,3,829,1,Reward2,0,incongruent,1
7158,34,YA,9,551,54,3,436,1,Reward1,0.01,incongruent,1
7159,34,YA,9,551,55,3,599,1,Reward1,0,congruent,1
7160,34,YA,9,551,56,3,419,1,Reward1,0.01,congruent,0
7161,34,YA,9,551,57,4,461,1,Reward4,0.04,congruent,0
7162,34,YA,9,551,58,3,577,0,Reward1,0,incongruent,1
7163,34,YA,9,551,59,3,427,1,Reward2,0.02,congruent,1
7164,34,YA,9,551,60,4,650,0,Reward2,0,incongruent,0
7165,34,YA,9,551,61,3,497,1,Reward4,0.04,congruent,1
7166,34,YA,9,551,62,3,601,1,Reward4,0,congruent,0
7167,34,YA,9,551,63,4,698,1,Reward1,0,congruent,1
7168,34,YA,9,551,64,3,620,1,Reward2,0,congruent,0
7169,34,YA,9,551,65,3,560,1,Reward2,0,congruent,0
7170,34,YA,9,551,66,4,513,1,Reward1,0.01,congruent,1
7171,34,YA,9,551,67,3,539,0,Reward1,0,incongruent,0
7172,34,YA,9,551,68,4,646,1,Reward2,0,congruent,0
7173,34,YA,9,551,69,4,474,1,Reward2,0.02,congruent,1
7174,34,YA,9,551,70,4,619,1,Reward2,0,congruent,0
7175,34,YA,9,551,71,4,612,1,Reward4,0,incongruent,0
7176,34,YA,9,551,72,3,619,1,Reward2,0,incongruent,1
7177,34,YA,9,551,73,3,1355,1,Reward4,0,incongruent,1
7178,34,YA,9,551,74,3,419,1,Reward2,0.02,incongruent,1
7179,34,YA,9,551,75,4,663,0,Reward4,0,incongruent,1
7180,34,YA,9,551,76,3,751,1,Reward1,0,congruent,0
7181,34,YA,9,551,77,4,744,1,Reward2,0,incongruent,0
7182,34,YA,9,551,78,3,376,1,Reward4,0.04,incongruent,0
7183,34,YA,9,551,79,4,725,1,Reward1,0,incongruent,1
7184,34,YA,9,551,80,3,493,1,Reward4,0.04,incongruent,0
7185,34,YA,9,551,81,4,518,1,Reward1,0.01,congruent,0
7186,34,YA,9,551,82,4,503,1,Reward4,0.04,congruent,0
7187,34,YA,9,551,83,3,686,1,Reward4,0,congruent,0
7188,34,YA,9,551,84,3,631,1,Reward2,0,congruent,0
7189,34,YA,9,551,85,3,872,1,Reward1,0,incongruent,1
7190,34,YA,9,551,86,4,404,1,Reward4,0.04,incongruent,1
7191,34,YA,9,551,87,4,1272,1,Reward1,0,congruent,1
7192,34,YA,9,551,88,3,572,1,Reward4,0,congruent,0
7193,34,YA,9,551,89,3,1096,1,Reward2,0,incongruent,0
7194,34,YA,9,551,90,4,640,1,Reward1,0,incongruent,0
7195,34,YA,9,551,91,3,584,1,Reward4,0,incongruent,1
7196,34,YA,9,551,92,3,551,1,Reward2,0,congruent,0
7197,34,YA,9,551,93,3,531,1,Reward1,0.01,incongruent,0
7198,34,YA,9,551,94,4,549,1,Reward1,0.01,congruent,0
7199,34,YA,9,551,95,3,432,1,Reward4,0.04,congruent,1
7200,34,YA,9,551,96,4,1745,1,Reward1,0,congruent,0
7201,35,YA,7,765,1,3,633,1,Reward2,0.02,incongruent,0
7202,35,YA,7,765,2,4,656,1,Reward2,0.02,congruent,0
7203,35,YA,7,765,3,3,923,1,Reward2,0,incongruent,1
7204,35,YA,7,765,4,3,526,1,Reward2,0.02,congruent,0
7205,35,YA,7,765,5,4,561,1,Reward4,0.04,congruent,0
7206,35,YA,7,765,6,3,691,0,Reward2,0,incongruent,1
7207,35,YA,7,765,7,3,662,1,Reward4,0.04,incongruent,0
7208,35,YA,7,765,8,3,507,1,Reward1,0.01,congruent,0
7209,35,YA,7,765,9,4,699,1,Reward2,0.02,congruent,0
7210,35,YA,7,765,10,3,710,0,Reward1,0,incongruent,1
7211,35,YA,7,765,11,3,746,1,Reward1,0.01,incongruent,1
7212,35,YA,7,765,12,4,487,1,Reward2,0.02,congruent,1
7213,35,YA,7,765,13,4,693,1,Reward1,0.01,incongruent,0
7214,35,YA,7,765,14,4,588,1,Reward4,0.04,incongruent,0
7215,35,YA,7,765,15,4,770,0,Reward2,0,incongruent,0
7216,35,YA,7,765,16,3,624,1,Reward4,0.04,congruent,0
7217,35,YA,7,765,17,4,711,1,Reward2,0.02,congruent,1
7218,35,YA,7,765,18,3,637,0,Reward4,0,congruent,0
7219,35,YA,7,765,19,4,704,1,Reward2,0.02,incongruent,0
7220,35,YA,7,765,20,3,419,1,Reward4,0.04,incongruent,0
7221,35,YA,7,765,21,3,651,1,Reward1,0.01,incongruent,1
7222,35,YA,7,765,22,4,651,1,Reward1,0.01,incongruent,0
7223,35,YA,7,765,23,4,539,0,Reward2,0,incongruent,0
7224,35,YA,7,765,24,3,625,1,Reward4,0.04,congruent,1
7225,35,YA,7,765,25,3,1137,1,Reward4,0,incongruent,1
7226,35,YA,7,765,26,3,571,0,Reward2,0,incongruent,0
7227,35,YA,7,765,27,3,678,1,Reward1,0.01,incongruent,1
7228,35,YA,7,765,28,3,560,1,Reward2,0.02,congruent,1
7229,35,YA,7,765,29,3,540,1,Reward2,0.02,congruent,0
7230,35,YA,7,765,30,3,511,1,Reward1,0.01,congruent,0
7231,35,YA,7,765,31,3,490,1,Reward2,0.02,incongruent,1
7232,35,YA,7,765,32,4,529,1,Reward1,0.01,congruent,1
7233,35,YA,7,765,33,4,990,1,Reward4,0,incongruent,0
7234,35,YA,7,765,34,4,497,1,Reward2,0.02,incongruent,1
7235,35,YA,7,765,35,3,387,1,Reward4,0.04,congruent,1
7236,35,YA,7,765,36,3,478,1,Reward4,0.04,incongruent,1
7237,35,YA,7,765,37,4,536,1,Reward4,0.04,congruent,1
7238,35,YA,7,765,38,4,518,1,Reward2,0.02,congruent,0
7239,35,YA,7,765,39,4,552,1,Reward1,0.01,congruent,0
7240,35,YA,7,765,40,4,513,1,Reward4,0.04,congruent,0
7241,35,YA,7,765,41,4,510,1,Reward4,0.04,incongruent,1
7242,35,YA,7,765,42,4,516,0,Reward1,0,incongruent,1
7243,35,YA,7,765,43,3,650,1,Reward1,0.01,incongruent,0
7244,35,YA,7,765,44,4,512,1,Reward1,0.01,congruent,1
7245,35,YA,7,765,45,3,606,1,Reward2,0.02,congruent,0
7246,35,YA,7,765,46,3,490,0,Reward4,0,incongruent,0
7247,35,YA,7,765,47,3,477,1,Reward4,0.04,congruent,0
7248,35,YA,7,765,48,3,665,1,Reward1,0.01,congruent,1
7249,35,YA,7,765,49,3,1151,1,Reward4,0,incongruent,0
7250,35,YA,7,765,50,4,535,0,Reward4,0,congruent,1
7251,35,YA,7,765,51,4,1400,1,Reward2,0,congruent,1
7252,35,YA,7,765,52,4,476,1,Reward2,0.02,congruent,0
7253,35,YA,7,765,53,4,527,1,Reward1,0.01,congruent,1
7254,35,YA,7,765,54,3,589,1,Reward4,0.04,congruent,1
7255,35,YA,7,765,55,3,518,1,Reward2,0.02,incongruent,1
7256,35,YA,7,765,56,4,558,1,Reward4,0.04,incongruent,1
7257,35,YA,7,765,57,3,552,1,Reward1,0.01,incongruent,0
7258,35,YA,7,765,58,4,690,1,Reward4,0.04,congruent,1
7259,35,YA,7,765,59,4,672,1,Reward2,0.02,incongruent,1
7260,35,YA,7,765,60,3,405,1,Reward2,0.02,congruent,1
7261,35,YA,7,765,61,4,361,0,Reward2,0,congruent,1
7262,35,YA,7,765,62,4,566,1,Reward2,0.02,incongruent,0
7263,35,YA,7,765,63,3,415,1,Reward1,0.01,congruent,0
7264,35,YA,7,765,64,3,597,1,Reward1,0.01,congruent,1
7265,35,YA,7,765,65,4,558,1,Reward4,0.04,congruent,1
7266,35,YA,7,765,66,3,449,1,Reward1,0.01,congruent,1
7267,35,YA,7,765,67,4,697,0,Reward1,0,incongruent,0
7268,35,YA,7,765,68,3,432,1,Reward2,0.02,incongruent,1
7269,35,YA,7,765,69,3,510,0,Reward1,0,incongruent,1
7270,35,YA,7,765,70,4,506,1,Reward1,0.01,incongruent,0
7271,35,YA,7,765,71,3,502,1,Reward2,0.02,incongruent,0
7272,35,YA,7,765,72,3,492,0,Reward4,0,incongruent,1
7273,35,YA,7,765,73,4,651,0,Reward4,0,incongruent,1
7274,35,YA,7,765,74,4,575,0,Reward4,0,incongruent,1
7275,35,YA,7,765,75,4,800,1,Reward1,0,incongruent,1
7276,35,YA,7,765,76,4,443,1,Reward4,0.04,congruent,0
7277,35,YA,7,765,77,4,582,1,Reward2,0.02,incongruent,1
7278,35,YA,7,765,78,4,1394,0,Reward4,0,incongruent,0
7279,35,YA,7,765,79,3,781,0,Reward1,0,congruent,0
7280,35,YA,7,765,80,4,564,1,Reward4,0.04,congruent,1
7281,35,YA,7,765,81,3,959,1,Reward2,0,incongruent,0
7282,35,YA,7,765,82,3,501,1,Reward1,0.01,incongruent,0
7283,35,YA,7,765,83,3,822,0,Reward1,0,congruent,0
7284,35,YA,7,765,84,3,452,1,Reward4,0.04,congruent,0
7285,35,YA,7,765,85,3,452,1,Reward1,0.01,congruent,0
7286,35,YA,7,765,86,4,598,1,Reward1,0.01,congruent,1
7287,35,YA,7,765,87,4,679,1,Reward4,0.04,incongruent,1
7288,35,YA,7,765,88,4,746,1,Reward1,0.01,congruent,0
7289,35,YA,7,765,89,4,707,1,Reward1,0.01,incongruent,1
7290,35,YA,7,765,90,3,467,1,Reward2,0.02,congruent,1
7291,35,YA,7,765,91,3,749,0,Reward1,0,incongruent,0
7292,35,YA,7,765,92,3,538,1,Reward2,0.02,congruent,0
7293,35,YA,7,765,93,3,574,1,Reward1,0.01,congruent,1
7294,35,YA,7,765,94,3,712,1,Reward4,0.04,congruent,0
7295,35,YA,7,765,95,4,954,1,Reward2,0,congruent,1
7296,35,YA,7,765,96,4,622,1,Reward4,0.04,incongruent,0
7297,35,YA,8,765,1,4,645,1,Reward2,0.02,congruent,0
7298,35,YA,8,765,2,4,518,0,Reward1,0,incongruent,0
7299,35,YA,8,765,3,4,496,1,Reward1,0.01,congruent,1
7300,35,YA,8,765,4,3,687,0,Reward4,0,incongruent,0
7301,35,YA,8,765,5,3,1083,1,Reward2,0,incongruent,1
7302,35,YA,8,765,6,4,572,1,Reward4,0.04,congruent,1
7303,35,YA,8,765,7,3,590,0,Reward1,0,congruent,1
7304,35,YA,8,765,8,4,563,1,Reward4,0.04,congruent,1
7305,35,YA,8,765,9,3,697,1,Reward1,0.01,congruent,1
7306,35,YA,8,765,10,3,403,1,Reward2,0.02,congruent,1
7307,35,YA,8,765,11,3,766,1,Reward4,0,incongruent,1
7308,35,YA,8,765,12,4,651,1,Reward4,0.04,congruent,0
7309,35,YA,8,765,13,3,663,1,Reward2,0.02,congruent,0
7310,35,YA,8,765,14,3,510,1,Reward4,0.04,congruent,0
7311,35,YA,8,765,15,3,500,1,Reward1,0.01,congruent,0
7312,35,YA,8,765,16,3,378,0,Reward2,0,incongruent,0
7313,35,YA,8,765,17,4,386,1,Reward4,0.04,incongruent,1
7314,35,YA,8,765,18,3,477,0,Reward2,0,incongruent,1
7315,35,YA,8,765,19,3,994,0,Reward1,0,incongruent,1
7316,35,YA,8,765,20,4,529,1,Reward4,0.04,incongruent,0
7317,35,YA,8,765,21,4,638,1,Reward1,0.01,incongruent,0
7318,35,YA,8,765,22,3,575,0,Reward4,0,incongruent,1
7319,35,YA,8,765,23,4,649,1,Reward4,0.04,incongruent,0
7320,35,YA,8,765,24,4,941,1,Reward2,0,incongruent,1
7321,35,YA,8,765,25,3,714,1,Reward4,0.04,incongruent,0
7322,35,YA,8,765,26,3,632,0,Reward2,0,incongruent,1
7323,35,YA,8,765,27,4,618,1,Reward1,0.01,congruent,0
7324,35,YA,8,765,28,3,610,0,Reward2,0,incongruent,0
7325,35,YA,8,765,29,4,505,0,Reward2,0,incongruent,0
7326,35,YA,8,765,30,3,581,0,Reward2,0,congruent,1
7327,35,YA,8,765,31,3,547,1,Reward4,0.04,congruent,1
7328,35,YA,8,765,32,3,571,1,Reward4,0.04,congruent,1
7329,35,YA,8,765,33,3,644,1,Reward2,0.02,congruent,1
7330,35,YA,8,765,34,4,648,0,Reward1,0,incongruent,1
7331,35,YA,8,765,35,3,516,1,Reward4,0.04,congruent,0
7332,35,YA,8,765,36,3,1040,1,Reward1,0,incongruent,1
7333,35,YA,8,765,37,4,587,0,Reward4,0,incongruent,0
7334,35,YA,8,765,38,4,508,1,Reward1,0.01,congruent,1
7335,35,YA,8,765,39,4,653,1,Reward2,0.02,congruent,0
7336,35,YA,8,765,40,4,574,1,Reward4,0.04,congruent,0
7337,35,YA,8,765,41,4,900,1,Reward2,0,incongruent,0
7338,35,YA,8,765,42,4,520,1,Reward1,0.01,incongruent,1
7339,35,YA,8,765,43,4,479,1,Reward2,0.02,congruent,1
7340,35,YA,8,765,44,4,478,1,Reward4,0.04,congruent,1
7341,35,YA,8,765,45,4,640,0,Reward2,0,incongruent,1
7342,35,YA,8,765,46,3,553,1,Reward1,0.01,incongruent,1
7343,35,YA,8,765,47,3,555,1,Reward2,0.02,congruent,0
7344,35,YA,8,765,48,4,657,0,Reward1,0,incongruent,0
7345,35,YA,8,765,49,3,531,1,Reward4,0.04,congruent,0
7346,35,YA,8,765,50,3,488,1,Reward4,0.04,incongruent,0
7347,35,YA,8,765,51,4,746,0,Reward1,0,incongruent,1
7348,35,YA,8,765,52,3,420,1,Reward1,0.01,congruent,0
7349,35,YA,8,765,53,3,532,1,Reward2,0.02,incongruent,0
7350,35,YA,8,765,54,3,514,1,Reward1,0.01,congruent,0
7351,35,YA,8,765,55,4,493,1,Reward2,0.02,congruent,0
7352,35,YA,8,765,56,4,504,1,Reward2,0.02,congruent,1
7353,35,YA,8,765,57,4,651,1,Reward1,0.01,congruent,0
7354,35,YA,8,765,58,4,530,1,Reward2,0.02,congruent,0
7355,35,YA,8,765,59,4,791,1,Reward4,0,incongruent,1
7356,35,YA,8,765,60,3,466,1,Reward1,0.01,incongruent,0
7357,35,YA,8,765,61,4,647,0,Reward2,0,congruent,1
7358,35,YA,8,765,62,3,439,1,Reward2,0.02,congruent,1
7359,35,YA,8,765,63,3,446,1,Reward2,0.02,congruent,0
7360,35,YA,8,765,64,3,462,1,Reward4,0.04,congruent,0
7361,35,YA,8,765,65,3,466,1,Reward4,0.04,congruent,1
7362,35,YA,8,765,66,4,615,1,Reward4,0.04,congruent,0
7363,35,YA,8,765,67,3,467,1,Reward1,0.01,congruent,1
7364,35,YA,8,765,68,3,635,1,Reward2,0.02,congruent,0
7365,35,YA,8,765,69,3,525,0,Reward1,0,incongruent,1
7366,35,YA,8,765,70,4,496,0,Reward2,0,incongruent,1
7367,35,YA,8,765,71,4,516,1,Reward4,0.04,incongruent,1
7368,35,YA,8,765,72,3,569,1,Reward4,0.04,congruent,1
7369,35,YA,8,765,73,4,528,1,Reward4,0.04,congruent,0
7370,35,YA,8,765,74,4,622,0,Reward2,0,incongruent,1
7371,35,YA,8,765,75,3,578,1,Reward4,0.04,incongruent,1
7372,35,YA,8,765,76,4,410,1,Reward2,0.02,congruent,1
7373,35,YA,8,765,77,4,774,1,Reward4,0,incongruent,0
7374,35,YA,8,765,78,3,476,1,Reward4,0.04,incongruent,1
7375,35,YA,8,765,79,3,506,0,Reward4,0,congruent,1
7376,35,YA,8,765,80,4,528,1,Reward1,0.01,incongruent,1
7377,35,YA,8,765,81,4,440,0,Reward4,0,incongruent,1
7378,35,YA,8,765,82,4,514,1,Reward1,0.01,incongruent,0
7379,35,YA,8,765,83,4,530,1,Reward1,0.01,incongruent,0
7380,35,YA,8,765,84,4,493,0,Reward2,0,incongruent,0
7381,35,YA,8,765,85,3,389,1,Reward1,0.01,congruent,0
7382,35,YA,8,765,86,3,497,1,Reward1,0.01,congruent,1
7383,35,YA,8,765,87,3,435,1,Reward1,0.01,congruent,1
7384,35,YA,8,765,88,3,553,0,Reward2,0,incongruent,1
7385,35,YA,8,765,89,4,548,0,Reward1,0,incongruent,0
7386,35,YA,8,765,90,4,677,1,Reward1,0.01,congruent,0
7387,35,YA,8,765,91,4,565,0,Reward2,0,incongruent,0
7388,35,YA,8,765,92,4,503,1,Reward1,0.01,incongruent,0
7389,35,YA,8,765,93,4,685,1,Reward1,0.01,congruent,0
7390,35,YA,8,765,94,3,520,1,Reward4,0.04,incongruent,0
7391,35,YA,8,765,95,4,438,1,Reward2,0.02,incongruent,0
7392,35,YA,8,765,96,4,521,1,Reward1,0.01,congruent,1
7393,35,YA,9,765,1,4,643,0,Reward1,0,congruent,0
7394,35,YA,9,765,2,4,471,1,Reward1,0.01,congruent,1
7395,35,YA,9,765,3,4,487,0,Reward1,0,incongruent,1
7396,35,YA,9,765,4,3,418,0,Reward1,0,incongruent,1
7397,35,YA,9,765,5,4,404,1,Reward2,0.02,congruent,0
7398,35,YA,9,765,6,3,503,0,Reward1,0,incongruent,0
7399,35,YA,9,765,7,3,660,1,Reward2,0.02,congruent,0
7400,35,YA,9,765,8,3,507,1,Reward4,0.04,incongruent,1
7401,35,YA,9,765,9,3,543,1,Reward2,0.02,congruent,1
7402,35,YA,9,765,10,3,526,1,Reward2,0.02,congruent,0
7403,35,YA,9,765,11,4,678,1,Reward1,0.01,incongruent,0
7404,35,YA,9,765,12,4,636,1,Reward2,0.02,congruent,1
7405,35,YA,9,765,13,3,677,1,Reward4,0.04,incongruent,0
7406,35,YA,9,765,14,3,482,0,Reward2,0,incongruent,1
7407,35,YA,9,765,15,3,606,1,Reward1,0.01,congruent,1
7408,35,YA,9,765,16,4,770,1,Reward1,0,congruent,0
7409,35,YA,9,765,17,3,506,0,Reward4,0,incongruent,0
7410,35,YA,9,765,18,3,472,1,Reward2,0.02,congruent,1
7411,35,YA,9,765,19,4,511,1,Reward4,0.04,incongruent,1
7412,35,YA,9,765,20,4,635,1,Reward1,0.01,incongruent,1
7413,35,YA,9,765,21,3,505,1,Reward2,0.02,incongruent,1
7414,35,YA,9,765,22,4,536,1,Reward4,0.04,congruent,0
7415,35,YA,9,765,23,4,629,0,Reward2,0,incongruent,1
7416,35,YA,9,765,24,4,509,1,Reward2,0.02,congruent,0
7417,35,YA,9,765,25,4,577,0,Reward1,0,congruent,0
7418,35,YA,9,765,26,4,683,1,Reward1,0.01,congruent,1
7419,35,YA,9,765,27,3,530,1,Reward4,0.04,congruent,1
7420,35,YA,9,765,28,3,601,0,Reward4,0,incongruent,1
7421,35,YA,9,765,29,3,513,0,Reward2,0,incongruent,1
7422,35,YA,9,765,30,4,383,1,Reward4,0.04,congruent,0
7423,35,YA,9,765,31,3,518,1,Reward2,0.02,congruent,1
7424,35,YA,9,765,32,4,535,1,Reward2,0.02,congruent,0
7425,35,YA,9,765,33,3,521,0,Reward4,0,incongruent,1
7426,35,YA,9,765,34,4,571,1,Reward4,0.04,congruent,1
7427,35,YA,9,765,35,4,538,0,Reward4,0,incongruent,1
7428,35,YA,9,765,36,4,612,1,Reward2,0.02,incongruent,1
7429,35,YA,9,765,37,3,553,0,Reward4,0,congruent,1
7430,35,YA,9,765,38,3,548,1,Reward4,0.04,congruent,0
7431,35,YA,9,765,39,4,592,1,Reward4,0.04,congruent,1
7432,35,YA,9,765,40,3,440,1,Reward4,0.04,congruent,0
7433,35,YA,9,765,41,3,581,0,Reward2,0,incongruent,0
7434,35,YA,9,765,42,3,962,1,Reward1,0,incongruent,1
7435,35,YA,9,765,43,3,591,1,Reward4,0.04,incongruent,0
7436,35,YA,9,765,44,4,515,0,Reward2,0,incongruent,0
7437,35,YA,9,765,45,4,441,1,Reward1,0.01,congruent,1
7438,35,YA,9,765,46,3,517,1,Reward1,0.01,congruent,0
7439,35,YA,9,765,47,3,925,1,Reward2,0,incongruent,1
7440,35,YA,9,765,48,4,630,1,Reward1,0.01,congruent,0
7441,35,YA,9,765,49,4,515,1,Reward2,0.02,congruent,1
7442,35,YA,9,765,50,3,513,0,Reward1,0,incongruent,0
7443,35,YA,9,765,51,4,666,0,Reward4,0,incongruent,1
7444,35,YA,9,765,52,3,624,1,Reward4,0.04,congruent,0
7445,35,YA,9,765,53,3,568,1,Reward2,0.02,congruent,1
7446,35,YA,9,765,54,4,519,1,Reward1,0.01,congruent,1
7447,35,YA,9,765,55,3,493,1,Reward1,0.01,incongruent,1
7448,35,YA,9,765,56,3,566,1,Reward1,0.01,incongruent,0
7449,35,YA,9,765,57,4,493,1,Reward4,0.04,incongruent,0
7450,35,YA,9,765,58,3,395,1,Reward1,0.01,congruent,1
7451,35,YA,9,765,59,4,530,0,Reward2,0,incongruent,1
7452,35,YA,9,765,60,3,439,1,Reward2,0.02,congruent,0
7453,35,YA,9,765,61,3,597,0,Reward4,0,incongruent,1
7454,35,YA,9,765,62,4,661,1,Reward4,0.04,incongruent,0
7455,35,YA,9,765,63,4,414,1,Reward1,0.01,incongruent,1
7456,35,YA,9,765,64,3,396,1,Reward2,0.02,incongruent,0
7457,35,YA,9,765,65,4,610,0,Reward2,0,incongruent,0
7458,35,YA,9,765,66,3,862,1,Reward1,0,incongruent,1
7459,35,YA,9,765,67,3,399,1,Reward1,0.01,congruent,0
7460,35,YA,9,765,68,3,616,1,Reward2,0.02,incongruent,0
7461,35,YA,9,765,69,4,688,1,Reward2,0.02,incongruent,1
7462,35,YA,9,765,70,3,649,0,Reward2,0,incongruent,0
7463,35,YA,9,765,71,4,732,1,Reward4,0.04,congruent,0
7464,35,YA,9,765,72,4,530,1,Reward2,0.02,congruent,1
7465,35,YA,9,765,73,3,530,1,Reward4,0.04,congruent,1
7466,35,YA,9,765,74,4,517,1,Reward2,0.02,congruent,1
7467,35,YA,9,765,75,3,565,1,Reward4,0.04,congruent,1
7468,35,YA,9,765,76,3,477,1,Reward1,0.01,incongruent,0
7469,35,YA,9,765,77,4,583,1,Reward2,0.02,congruent,0
7470,35,YA,9,765,78,3,442,1,Reward4,0.04,congruent,0
